evidence_id,source_key,source_record_id,source_status,source_url,property_key,geo_id,address,property_name,organization,equipment_type,evidence_confidence,signal_type,tower_lifecycle_event,tower_lifecycle_event_context,permit_project_key,description_fingerprint,event_date,event_age_days,recent_activity_365d,priority,description
permit:cleared:22 100336 MSA:00:cooling_tower,toronto_building_permits_cleared,cleared:22 100336 MSA:00,cleared,https://open.toronto.ca/dataset/building-permits-cleared-permits/,toronto-geoid:14038411,14038411,1040 DUFFERIN ST,,,cooling_tower,CONFIRMED,COOLING_TOWER_PROJECT_HISTORY,REPLACE_OR_RENEW_TOWER,,toronto-permit:22 100336 MSA,b596854cda573e3d,2024-01-05,,,,Proposal to replace the existing chiller and cooling tower. | HVAC: Groups D & E | Mechanical(MS) | Data Centre | Data Centre | Office
permit:cleared:24 176926 BLD:00:chiller,toronto_building_permits_cleared,cleared:24 176926 BLD:00,cleared,https://open.toronto.ca/dataset/building-permits-cleared-permits/,toronto-geoid:14078150,14078150,61 YORKVILLE AVE,,,chiller,SUPPORTING,HISTORICAL_MECHANICAL_PROJECT,,RETIRE_OR_CONVERT_AWAY_FROM_TOWER,toronto-permit:24 176926 BLD,f62592af6cac385f,2025-05-15,,,,"Removal of chiller and installation of new chiller in its place. Removal of existing cooling tower from roof, installation of air source heat pumps for heating/cooling in its place. Connection of heat exchanger between heating water and domestic water make-up. | Other(BA) | Building Additions/Alterations | Multi-Unit Residential | Multi-Unit Residential | Apartment Building"
permit:cleared:24 176926 BLD:00:cooling_tower,toronto_building_permits_cleared,cleared:24 176926 BLD:00,cleared,https://open.toronto.ca/dataset/building-permits-cleared-permits/,toronto-geoid:14078150,14078150,61 YORKVILLE AVE,,,cooling_tower,CONFIRMED,COOLING_TOWER_PROJECT_HISTORY,RETIRE_OR_CONVERT_AWAY_FROM_TOWER,,toronto-permit:24 176926 BLD,f62592af6cac385f,2025-05-15,,,,"Removal of chiller and installation of new chiller in its place. Removal of existing cooling tower from roof, installation of air source heat pumps for heating/cooling in its place. Connection of heat exchanger between heating water and domestic water make-up. | Other(BA) | Building Additions/Alterations | Multi-Unit Residential | Multi-Unit Residential | Apartment Building"
permit:cleared:24 176926 BLD:01:chiller,toronto_building_permits_cleared,cleared:24 176926 BLD:01,cleared,https://open.toronto.ca/dataset/building-permits-cleared-permits/,toronto-geoid:14078150,14078150,61 YORKVILLE AVE,,,chiller,SUPPORTING,HISTORICAL_MECHANICAL_PROJECT,,RETIRE_OR_CONVERT_AWAY_FROM_TOWER,toronto-permit:24 176926 BLD,b763c86de9dc27ad,2025-05-15,,,,"Revision #01 - Proposed structural changes.Removal of chiller and installation of new chiller in its place. Removal of existing cooling tower from roof, installation of air source heat pumps for heating/cooling in its place. Connection of heat exchanger between heating water and domestic water make-up. | Other(BA) | Building Additions/Alterations | Multi-Unit Residential | Multi-Unit Residential | Apartment Building"
permit:cleared:24 176926 BLD:01:cooling_tower,toronto_building_permits_cleared,cleared:24 176926 BLD:01,cleared,https://open.toronto.ca/dataset/building-permits-cleared-permits/,toronto-geoid:14078150,14078150,61 YORKVILLE AVE,,,cooling_tower,CONFIRMED,COOLING_TOWER_PROJECT_HISTORY,RETIRE_OR_CONVERT_AWAY_FROM_TOWER,,toronto-permit:24 176926 BLD,b763c86de9dc27ad,2025-05-15,,,,"Revision #01 - Proposed structural changes.Removal of chiller and installation of new chiller in its place. Removal of existing cooling tower from roof, installation of air source heat pumps for heating/cooling in its place. Connection of heat exchanger between heating water and domestic water make-up. | Other(BA) | Building Additions/Alterations | Multi-Unit Residential | Multi-Unit Residential | Apartment Building"
permit:cleared:24 176926 HVA:00:chiller,toronto_building_permits_cleared,cleared:24 176926 HVA:00,cleared,https://open.toronto.ca/dataset/building-permits-cleared-permits/,toronto-geoid:14078150,14078150,61 YORKVILLE AVE,,,chiller,SUPPORTING,HISTORICAL_MECHANICAL_PROJECT,,RETIRE_OR_CONVERT_AWAY_FROM_TOWER,toronto-permit:24 176926 HVA,be3604877e25d923,2025-01-31,,,,"HVAC - Removal of chiller and installation of new chiller in its place. Removal of existing cooling tower from roof, installation of air source heat pumps for heating/cooling in its place. Connection of heat exchanger between heating water and domestic water make-up. | Building Permit Related(MS) | Mechanical(MS) | Multi-Unit Residential | Multi-Unit Residential | Apartment Building"
permit:cleared:24 176926 HVA:00:cooling_tower,toronto_building_permits_cleared,cleared:24 176926 HVA:00,cleared,https://open.toronto.ca/dataset/building-permits-cleared-permits/,toronto-geoid:14078150,14078150,61 YORKVILLE AVE,,,cooling_tower,CONFIRMED,COOLING_TOWER_PROJECT_HISTORY,RETIRE_OR_CONVERT_AWAY_FROM_TOWER,,toronto-permit:24 176926 HVA,be3604877e25d923,2025-01-31,,,,"HVAC - Removal of chiller and installation of new chiller in its place. Removal of existing cooling tower from roof, installation of air source heat pumps for heating/cooling in its place. Connection of heat exchanger between heating water and domestic water make-up. | Building Permit Related(MS) | Mechanical(MS) | Multi-Unit Residential | Multi-Unit Residential | Apartment Building"
permit:active:10 123759 BLD:00:chiller,toronto_building_permits_active,active:10 123759 BLD:00,active,https://open.toronto.ca/dataset/building-permits-active-permits/,toronto-geoid:14188741,14188741,10-20 BAY ST,,,chiller,SUPPORTING,SOURCE_ACTIVE_MECHANICAL_PERMIT,,,toronto-permit:10 123759 BLD,6b007f16d9fa3f93,2010-03-04,6021,False,,Permit for interior alterations to mechanical room of existing office building - permit to enclose mechanical space / chiller room. 10 Bay St floor 18 and 20 Bay St floor 25. | Interior Alterations | Building Additions/Alterations | Office | Same | Office
permit:cleared:10 123759 HVA:00:chiller,toronto_building_permits_cleared,cleared:10 123759 HVA:00,cleared,https://open.toronto.ca/dataset/building-permits-cleared-permits/,toronto-geoid:14188741,14188741,10-20 BAY ST,,,chiller,SUPPORTING,HISTORICAL_MECHANICAL_PROJECT,,,toronto-permit:10 123759 HVA,9d6aa28a88963a9b,2023-04-12,,,,HVAC - Permit for interior alterations to mechanical room of existing office building - permit to enclose mechanical space / chiller room. 10 Bay St floor 18 and 20 Bay St floor 25. | Building Permit Related(MS) | Mechanical(MS) | Office | Same | Office
permit:active:07 102642 BLD:00:chiller,toronto_building_permits_active,active:07 102642 BLD:00,active,https://open.toronto.ca/dataset/building-permits-active-permits/,toronto-geoid:14200071,14200071,130 QUEEN ST W,,,chiller,SUPPORTING,SOURCE_ACTIVE_MECHANICAL_PERMIT,,,toronto-permit:07 102642 BLD,5d0b7589853fd5e1,2007-01-23,7157,False,,Chiller replacement and barrister's lounge Hvac upgrade. (Removing existing structures and replacing them to accommodate new chillers) | Interior Alterations | Building Additions/Alterations | Offfice | Same | Courtroom
permit:cleared:07 102642 HVA:00:chiller,toronto_building_permits_cleared,cleared:07 102642 HVA:00,cleared,https://open.toronto.ca/dataset/building-permits-cleared-permits/,toronto-geoid:14200071,14200071,130 QUEEN ST W,,,chiller,SUPPORTING,HISTORICAL_MECHANICAL_PROJECT,,,toronto-permit:07 102642 HVA,2f99a74e0f81a1bf,2026-06-08,,,,HVAC - Chiller replacement and barrister's lounge Hvac upgrade. (Removing existing structures and replacing them to accommodate new chillers) | Building Permit Related(MS) | Mechanical(MS) | Offfice | Same | Courtroom
permit:cleared:07 102642 PLB:00:chiller,toronto_building_permits_cleared,cleared:07 102642 PLB:00,cleared,https://open.toronto.ca/dataset/building-permits-cleared-permits/,toronto-geoid:14200071,14200071,130 QUEEN ST W,,,chiller,SUPPORTING,HISTORICAL_MECHANICAL_PROJECT,,,toronto-permit:07 102642 PLB,6248a0a994ad3885,2026-06-08,,,,Plumbing - Chiller replacement and barrister's lounge Hvac upgrade. (Removing existing structures and replacing them to accommodate new chillers) | Building Permit Related(PS) | Plumbing(PS) | Offfice | Same | Courtroom
permit:cleared:99 110036 HVA:00:chiller,toronto_building_permits_cleared,cleared:99 110036 HVA:00,cleared,https://open.toronto.ca/dataset/building-permits-cleared-permits/,toronto-geoid:14601300,14601300,380 THE WEST MALL,,,chiller,SUPPORTING,HISTORICAL_MECHANICAL_PROJECT,,,toronto-permit:99 110036 HVA,0bb9a68e2cb7b331,2018-05-22,,,,'Etobicoke Civic Centre' Chiller Replacement | Install/Alter HVAC - only | Mechanical(MS) | HVAC Alt. add on Sys. or Ductwork Alt.
permit:cleared:18 189994 MSA:00:chiller,toronto_building_permits_cleared,cleared:18 189994 MSA:00,cleared,https://open.toronto.ca/dataset/building-permits-cleared-permits/,toronto-geoid:14601706,14601706,21 HILLCREST AVE,,,chiller,SUPPORTING,HISTORICAL_MECHANICAL_PROJECT,,INSTALL_OR_ADD_TOWER,toronto-permit:18 189994 MSA,809e51d2f32fb83d,2018-12-06,,,,Chiller change out and new cooling tower moter and VFD. | Alter: Boiler/Furnace/AC Replacement | Mechanical(MS) | Residential Condo | Residential Condo | Apartment Building
permit:cleared:18 189994 MSA:00:cooling_tower,toronto_building_permits_cleared,cleared:18 189994 MSA:00,cleared,https://open.toronto.ca/dataset/building-permits-cleared-permits/,toronto-geoid:14601706,14601706,21 HILLCREST AVE,,,cooling_tower,CONFIRMED,COOLING_TOWER_PROJECT_HISTORY,INSTALL_OR_ADD_TOWER,,toronto-permit:18 189994 MSA,809e51d2f32fb83d,2018-12-06,,,,Chiller change out and new cooling tower moter and VFD. | Alter: Boiler/Furnace/AC Replacement | Mechanical(MS) | Residential Condo | Residential Condo | Apartment Building
permit:cleared:23 147719 MSA:00:chiller,toronto_building_permits_cleared,cleared:23 147719 MSA:00,cleared,https://open.toronto.ca/dataset/building-permits-cleared-permits/,toronto-geoid:14674985,14674985,270 MILAN ST,,,chiller,SUPPORTING,HISTORICAL_MECHANICAL_PROJECT,,REPLACE_OR_RENEW_TOWER,toronto-permit:23 147719 MSA,cbababf0b7653917,2024-05-13,,,,Chiller and cooling Tower Replacement | Other(MS) | Mechanical(MS) | Community Housing | Community Housing | Other
permit:cleared:23 147719 MSA:00:cooling_tower,toronto_building_permits_cleared,cleared:23 147719 MSA:00,cleared,https://open.toronto.ca/dataset/building-permits-cleared-permits/,toronto-geoid:14674985,14674985,270 MILAN ST,,,cooling_tower,CONFIRMED,COOLING_TOWER_PROJECT_HISTORY,REPLACE_OR_RENEW_TOWER,,toronto-permit:23 147719 MSA,cbababf0b7653917,2024-05-13,,,,Chiller and cooling Tower Replacement | Other(MS) | Mechanical(MS) | Community Housing | Community Housing | Other
permit:active:25 219194 MSA:00:chiller,toronto_building_permits_active,active:25 219194 MSA:00,active,https://open.toronto.ca/dataset/building-permits-active-permits/,toronto-geoid:20055459,20055459,50 ROSEHILL AVE,,,chiller,SUPPORTING,RECENT_SOURCE_ACTIVE_MECHANICAL_PERMIT,,RETIRE_OR_CONVERT_AWAY_FROM_TOWER,toronto-permit:25 219194 MSA,2d7aeeca803d9b8b,2025-09-11,351,True,,Proposal for replacement of the water cooled chiller and cooling tower with air cooled chiller | Other(MS) | Mechanical(MS) | Apartment | Apartment | Apartment Building
permit:active:25 219194 MSA:00:cooling_tower,toronto_building_permits_active,active:25 219194 MSA:00,active,https://open.toronto.ca/dataset/building-permits-active-permits/,toronto-geoid:20055459,20055459,50 ROSEHILL AVE,,,cooling_tower,CONFIRMED,RECENT_SOURCE_ACTIVE_COOLING_TOWER_PERMIT,RETIRE_OR_CONVERT_AWAY_FROM_TOWER,,toronto-permit:25 219194 MSA,2d7aeeca803d9b8b,2025-09-11,351,True,,Proposal for replacement of the water cooled chiller and cooling tower with air cooled chiller | Other(MS) | Mechanical(MS) | Apartment | Apartment | Apartment Building
permit:cleared:19 254652 MSA:00:chiller,toronto_building_permits_cleared,cleared:19 254652 MSA:00,cleared,https://open.toronto.ca/dataset/building-permits-cleared-permits/,toronto-geoid:20097934,20097934,50 MATILDA ST,,,chiller,SUPPORTING,HISTORICAL_MECHANICAL_PROJECT,,,toronto-permit:19 254652 MSA,222e3f5c85464e99,2021-12-06,,,,Proposal for a chiller replacement. | Other(MS) | Mechanical(MS) | Apartment Building | Apartment Building | Apartment Building
permit:active:19 170187 MSA:00:chiller,toronto_building_permits_active,active:19 170187 MSA:00,active,https://open.toronto.ca/dataset/building-permits-active-permits/,toronto-geoid:20120574,20120574,246 SACKVILLE ST,,,chiller,SUPPORTING,SOURCE_ACTIVE_MECHANICAL_PERMIT,,,toronto-permit:19 170187 MSA,40f7cf2d3e193b36,2019-07-12,2604,False,,Proposal for the addition of 3 x 500 BHP hot water heating boilers and 1 x 1100 ton chiller to the existing Regent Park Energy Center - P2 Level. Convenience address is 252 Sackville Street. | Alter: Boiler/Furnace/AC Replacement | Mechanical(MS) | Multi Use | Same | Multiple Unit Building
permit:cleared:17 183143 BLD:00:chiller,toronto_building_permits_cleared,cleared:17 183143 BLD:00,cleared,https://open.toronto.ca/dataset/building-permits-cleared-permits/,toronto-geoid:20258361,20258361,171 FRONT ST W,,,chiller,SUPPORTING,HISTORICAL_MECHANICAL_PROJECT,,ALTER_REPAIR_OR_UPGRADE_TOWER,toronto-permit:17 183143 BLD,7e346fe6d6a1c9c6,2023-06-12,,,,Proposal for building infrastructure upgrade - Chiller and Associated Cooling Tower; Electrical switch gear. Entrance Address is 151Front St W. | Interior Alterations | Building Additions/Alterations | Office | Same | Office
permit:cleared:17 183143 BLD:00:cooling_tower,toronto_building_permits_cleared,cleared:17 183143 BLD:00,cleared,https://open.toronto.ca/dataset/building-permits-cleared-permits/,toronto-geoid:20258361,20258361,171 FRONT ST W,,,cooling_tower,CONFIRMED,COOLING_TOWER_PROJECT_HISTORY,ALTER_REPAIR_OR_UPGRADE_TOWER,,toronto-permit:17 183143 BLD,7e346fe6d6a1c9c6,2023-06-12,,,,Proposal for building infrastructure upgrade - Chiller and Associated Cooling Tower; Electrical switch gear. Entrance Address is 151Front St W. | Interior Alterations | Building Additions/Alterations | Office | Same | Office
permit:cleared:17 183143 HVA:00:chiller,toronto_building_permits_cleared,cleared:17 183143 HVA:00,cleared,https://open.toronto.ca/dataset/building-permits-cleared-permits/,toronto-geoid:20258361,20258361,171 FRONT ST W,,,chiller,SUPPORTING,HISTORICAL_MECHANICAL_PROJECT,,INSTALL_OR_ADD_TOWER,toronto-permit:17 183143 HVA,4fad40c74148b2b5,2023-06-08,,,,HVAC - Proposal for building infrastructure upgrade - Chiller and Associated Cooling Tower; Electrical switch gear. Entrance Address is 151Front St W.One new cooling tower : KC to verify fee. | Building Permit Related(MS) | Mechanical(MS) | Office | Same | Office
permit:cleared:17 183143 HVA:00:cooling_tower,toronto_building_permits_cleared,cleared:17 183143 HVA:00,cleared,https://open.toronto.ca/dataset/building-permits-cleared-permits/,toronto-geoid:20258361,20258361,171 FRONT ST W,,,cooling_tower,CONFIRMED,COOLING_TOWER_PROJECT_HISTORY,INSTALL_OR_ADD_TOWER,,toronto-permit:17 183143 HVA,4fad40c74148b2b5,2023-06-08,,,,HVAC - Proposal for building infrastructure upgrade - Chiller and Associated Cooling Tower; Electrical switch gear. Entrance Address is 151Front St W.One new cooling tower : KC to verify fee. | Building Permit Related(MS) | Mechanical(MS) | Office | Same | Office
permit:cleared:17 183143 PLB:00:chiller,toronto_building_permits_cleared,cleared:17 183143 PLB:00,cleared,https://open.toronto.ca/dataset/building-permits-cleared-permits/,toronto-geoid:20258361,20258361,171 FRONT ST W,,,chiller,SUPPORTING,HISTORICAL_MECHANICAL_PROJECT,,ALTER_REPAIR_OR_UPGRADE_TOWER,toronto-permit:17 183143 PLB,91b061d2715150e0,2023-05-24,,,,Plumbing - Proposal for building infrastructure upgrade - Chiller and Associated Cooling Tower; Electrical switch gear. Entrance Address is 151Front St W. | Building Permit Related(PS) | Plumbing(PS) | Office | Same | Office
permit:cleared:17 183143 PLB:00:cooling_tower,toronto_building_permits_cleared,cleared:17 183143 PLB:00,cleared,https://open.toronto.ca/dataset/building-permits-cleared-permits/,toronto-geoid:20258361,20258361,171 FRONT ST W,,,cooling_tower,CONFIRMED,COOLING_TOWER_PROJECT_HISTORY,ALTER_REPAIR_OR_UPGRADE_TOWER,,toronto-permit:17 183143 PLB,91b061d2715150e0,2023-05-24,,,,Plumbing - Proposal for building infrastructure upgrade - Chiller and Associated Cooling Tower; Electrical switch gear. Entrance Address is 151Front St W. | Building Permit Related(PS) | Plumbing(PS) | Office | Same | Office
permit:active:16 132968 BLD:00:chiller,toronto_building_permits_active,active:16 132968 BLD:00,active,https://open.toronto.ca/dataset/building-permits-active-permits/,toronto-geoid:20260181,20260181,50 ST JOSEPH ST,,,chiller,SUPPORTING,SOURCE_ACTIVE_MECHANICAL_PERMIT,,,toronto-permit:16 132968 BLD,b9b5e3d4a2ba06bf,2016-09-19,3630,False,,Proposed outdoor concrete slab on grade and the related pipe support framework and footings related to the installation of new air cooled chiller and piping under permit 16 132968 MSA 00 MS. | Other(BA) | Building Additions/Alterations | Place Of Worship | Place Of Worship | Place of Worship
permit:active:16 132968 MSA:00:chiller,toronto_building_permits_active,active:16 132968 MSA:00,active,https://open.toronto.ca/dataset/building-permits-active-permits/,toronto-geoid:20260181,20260181,50 ST JOSEPH ST,,,chiller,SUPPORTING,SOURCE_ACTIVE_MECHANICAL_PERMIT,,,toronto-permit:16 132968 MSA,5b5c92e86dfc8145,2016-09-23,3626,False,,Proposal to add new air cooled chiller and ties into existing fan coil system to provide cooling in existing place of worship. See 16 132968 BLD 00 MS for related structural work. | Alter: Boiler/Furnace/AC Replacement | Mechanical(MS) | Place Of Worship | Place Of Worship | Place of Worship
permit:active:26 102675 MSA:01:chiller,toronto_building_permits_active,active:26 102675 MSA:01,active,https://open.toronto.ca/dataset/building-permits-active-permits/,toronto-geoid:20362101,20362101,620 DUNDAS ST E,,,chiller,SUPPORTING,RECENT_SOURCE_ACTIVE_MECHANICAL_PERMIT,,INSTALL_OR_ADD_TOWER,toronto-permit:26 102675 MSA,8798b0177ebeac4f,2026-08-21,7,True,,"The installation of two 5500 MBH condensing gas-fired boilers, one 1500 ton chiller and cooling towers, and ancillary equipment in the penthouse mechanical room. Additionally, the installation of pressure break heat exchangers in the P1 level, as well as distribution pumps and piping to interconnect with RPEI's existing district energy system. | HVAC: Other Group C Buildings | Mechanical(MS) | Apartment Building | Apartment Building | Apartment Building"
permit:active:26 102675 MSA:01:cooling_tower,toronto_building_permits_active,active:26 102675 MSA:01,active,https://open.toronto.ca/dataset/building-permits-active-permits/,toronto-geoid:20362101,20362101,620 DUNDAS ST E,,,cooling_tower,CONFIRMED,RECENT_SOURCE_ACTIVE_COOLING_TOWER_PERMIT,INSTALL_OR_ADD_TOWER,,toronto-permit:26 102675 MSA,8798b0177ebeac4f,2026-08-21,7,True,,"The installation of two 5500 MBH condensing gas-fired boilers, one 1500 ton chiller and cooling towers, and ancillary equipment in the penthouse mechanical room. Additionally, the installation of pressure break heat exchangers in the P1 level, as well as distribution pumps and piping to interconnect with RPEI's existing district energy system. | HVAC: Other Group C Buildings | Mechanical(MS) | Apartment Building | Apartment Building | Apartment Building"
permit:active:26 102725 PSA:00:chiller,toronto_building_permits_active,active:26 102725 PSA:00,active,https://open.toronto.ca/dataset/building-permits-active-permits/,toronto-geoid:20362101,20362101,620 DUNDAS ST E,,,chiller,SUPPORTING,RECENT_SOURCE_ACTIVE_MECHANICAL_PERMIT,,INSTALL_OR_ADD_TOWER,toronto-permit:26 102725 PSA,8798b0177ebeac4f,2026-02-09,200,True,,"The installation of two 5500 MBH condensing gas-fired boilers, one 1500 ton chiller and cooling towers, and ancillary equipment in the penthouse mechanical room. Additionally, the installation of pressure break heat exchangers in the P1 level, as well as distribution pumps and piping to interconnect with RPEI's existing district energy system. | Other(PS) | Plumbing(PS) | Apartment Building | Apartment Building | Apartment Building"
permit:active:26 102725 PSA:00:cooling_tower,toronto_building_permits_active,active:26 102725 PSA:00,active,https://open.toronto.ca/dataset/building-permits-active-permits/,toronto-geoid:20362101,20362101,620 DUNDAS ST E,,,cooling_tower,CONFIRMED,RECENT_SOURCE_ACTIVE_COOLING_TOWER_PERMIT,INSTALL_OR_ADD_TOWER,,toronto-permit:26 102725 PSA,8798b0177ebeac4f,2026-02-09,200,True,,"The installation of two 5500 MBH condensing gas-fired boilers, one 1500 ton chiller and cooling towers, and ancillary equipment in the penthouse mechanical room. Additionally, the installation of pressure break heat exchangers in the P1 level, as well as distribution pumps and piping to interconnect with RPEI's existing district energy system. | Other(PS) | Plumbing(PS) | Apartment Building | Apartment Building | Apartment Building"
permit:active:26 102725 PSA:01:chiller,toronto_building_permits_active,active:26 102725 PSA:01,active,https://open.toronto.ca/dataset/building-permits-active-permits/,toronto-geoid:20362101,20362101,620 DUNDAS ST E,,,chiller,SUPPORTING,RECENT_SOURCE_ACTIVE_MECHANICAL_PERMIT,,INSTALL_OR_ADD_TOWER,toronto-permit:26 102725 PSA,8798b0177ebeac4f,2026-05-04,116,True,,"Rev 01The installation of two 5500 MBH condensing gas-fired boilers, one 1500 ton chiller and cooling towers, and ancillary equipment in the penthouse mechanical room. Additionally, the installation of pressure break heat exchangers in the P1 level, as well as distribution pumps and piping to interconnect with RPEI's existing district energy system. | Other(PS) | Plumbing(PS) | Apartment Building | Apartment Building | Apartment Building"
permit:active:26 102725 PSA:01:cooling_tower,toronto_building_permits_active,active:26 102725 PSA:01,active,https://open.toronto.ca/dataset/building-permits-active-permits/,toronto-geoid:20362101,20362101,620 DUNDAS ST E,,,cooling_tower,CONFIRMED,RECENT_SOURCE_ACTIVE_COOLING_TOWER_PERMIT,INSTALL_OR_ADD_TOWER,,toronto-permit:26 102725 PSA,8798b0177ebeac4f,2026-05-04,116,True,,"Rev 01The installation of two 5500 MBH condensing gas-fired boilers, one 1500 ton chiller and cooling towers, and ancillary equipment in the penthouse mechanical room. Additionally, the installation of pressure break heat exchangers in the P1 level, as well as distribution pumps and piping to interconnect with RPEI's existing district energy system. | Other(PS) | Plumbing(PS) | Apartment Building | Apartment Building | Apartment Building"
permit:active:07 244027 BLD:00:chiller,toronto_building_permits_active,active:07 244027 BLD:00,active,https://open.toronto.ca/dataset/building-permits-active-permits/,toronto-geoid:20573,20573,200 DAWES RD,,,chiller,SUPPORTING,SOURCE_ACTIVE_MECHANICAL_PERMIT,,,toronto-permit:07 244027 BLD,4dbe748a034b50f8,2007-08-27,6941,False,,Proposed new Roof Top Chiller and roof top structure. Remove exising basement chiller. | Other(BA) | Building Additions/Alterations | Long Term Care | Long Term Care | Long Term Care Facility
permit:active:07 244027 HVA:00:chiller,toronto_building_permits_active,active:07 244027 HVA:00,active,https://open.toronto.ca/dataset/building-permits-active-permits/,toronto-geoid:20573,20573,200 DAWES RD,,,chiller,SUPPORTING,SOURCE_ACTIVE_MECHANICAL_PERMIT,,,toronto-permit:07 244027 HVA,92c470c0b886500a,2007-08-27,6941,False,,HVAC - Proposed new Roof Top Chiller and roof top structure. Remove exising basement chiller. | Building Permit Related(MS) | Mechanical(MS) | Long Term Care | Long Term Care | Long Term Care Facility
permit:cleared:11 169500 MSA:00:chiller,toronto_building_permits_cleared,cleared:11 169500 MSA:00,cleared,https://open.toronto.ca/dataset/building-permits-cleared-permits/,toronto-geoid:2854062,2854062,522 UNIVERSITY AVE,,,chiller,SUPPORTING,HISTORICAL_MECHANICAL_PROJECT,,,toronto-permit:11 169500 MSA,6477a80e08856d70,2025-12-24,,,,Proposal to replace chiller at top level of existing mix-used non-residential building. | Alter: Boiler/Furnace/AC Replacement | Mechanical(MS) | Mixed-Use: Non-Residential Building | Mixed-Use: Non-Residential Building | Multiple Use/Non Residential
permit:active:20 200232 BLD:00:chiller,toronto_building_permits_active,active:20 200232 BLD:00,active,https://open.toronto.ca/dataset/building-permits-active-permits/,toronto-geoid:30010555,30010555,3 MARINE PARADE DR,,,chiller,SUPPORTING,SOURCE_ACTIVE_MECHANICAL_PERMIT,,,toronto-permit:20 200232 BLD,da890a0c04908992,2020-10-22,2136,False,,PROPOSED: Existing 200 ton chiller to be replaced with 136 ton chiller which employs a scroll type compressor. Dry cooler to be replaced with an adiabatic cooler. Existing makeup air unit to be converted to chilled water coil. Addition of second distribution pump for heat pump loop. | Other(BA) | Building Additions/Alterations | Retirement Residential | Retirement Residential | Apartment Building
permit:cleared:20 200232 HVA:00:chiller,toronto_building_permits_cleared,cleared:20 200232 HVA:00,cleared,https://open.toronto.ca/dataset/building-permits-cleared-permits/,toronto-geoid:30010555,30010555,3 MARINE PARADE DR,,,chiller,SUPPORTING,HISTORICAL_MECHANICAL_PROJECT,,,toronto-permit:20 200232 HVA,a32720528b46a471,2023-06-16,,,,HVAC - PROPOSED: Existing 200 ton chiller to be replaced with 136 ton chiller which employs a scroll type compressor. Dry cooler to be replaced with an adiabatic cooler. Existing makeup air unit to be converted to chilled water coil. Addition of second distribution pump for heat pump loop. | Building Permit Related(MS) | Mechanical(MS) | Retirement Residential | Retirement Residential | Apartment Building
permit:active:25 124430 BLD:00:chiller,toronto_building_permits_active,active:25 124430 BLD:00,active,https://open.toronto.ca/dataset/building-permits-active-permits/,toronto-geoid:30025476,30025476,9 LESLIE ST,,,chiller,SUPPORTING,SOURCE_ACTIVE_MECHANICAL_PERMIT,,,toronto-permit:25 124430 BLD,fd8d633a85a314bc,2025-06-04,450,False,,"Replacement of an existing rooftop chiller with two (2) new rooftop units, replacement of existing recirculation pumpsProposed addition of a new air handling unit (same capacity) to replace an existing AHU serving the office area. Integrating these units into Building Automation System (BAS)Removal of a decommissioned chiller | Other(BA) | Building Additions/Alterations | Waste Water Treatment Plant | Waste Water Treatment Plant | Water and Sewage Pumping Stations"
permit:active:25 124430 HVA:00:chiller,toronto_building_permits_active,active:25 124430 HVA:00,active,https://open.toronto.ca/dataset/building-permits-active-permits/,toronto-geoid:30025476,30025476,9 LESLIE ST,,,chiller,SUPPORTING,SOURCE_ACTIVE_MECHANICAL_PERMIT,,,toronto-permit:25 124430 HVA,33e652204927ab48,2025-06-04,450,False,,"HVAC - Replacement of an existing rooftop chiller with two (2) new rooftop units, replacement of existing recirculation pumpsProposed addition of a new air handling unit (same capacity) to replace an existing AHU serving the office area. Integrating these units into Building Automation System (BAS)Removal of a decommissioned chiller | Building Permit Related(MS) | Mechanical(MS) | Waste Water Treatment Plant | Waste Water Treatment Plant | Water and Sewage Pumping Stations"
permit:active:12 261184 BLD:00:chiller,toronto_building_permits_active,active:12 261184 BLD:00,active,https://open.toronto.ca/dataset/building-permits-active-permits/,toronto-geoid:30033035,30033035,32 REES ST,,,chiller,SUPPORTING,SOURCE_ACTIVE_MECHANICAL_PERMIT,,,toronto-permit:12 261184 BLD,7db2481f5c2c091a,2012-11-21,5028,False,,Proposal for structural interior alterations to support new chiller platform. | Interior Alterations | Building Additions/Alterations | Power Plant | Same | Power Plant
permit:active:12 261184 HVA:00:chiller,toronto_building_permits_active,active:12 261184 HVA:00,active,https://open.toronto.ca/dataset/building-permits-active-permits/,toronto-geoid:30033035,30033035,32 REES ST,,,chiller,SUPPORTING,SOURCE_ACTIVE_MECHANICAL_PERMIT,,,toronto-permit:12 261184 HVA,f0b2f7497e6dadb0,2013-01-09,4979,False,,HVAC - Proposal for structural interior alterations to support new chiller platform. | Building Permit Related(MS) | Mechanical(MS) | Power Plant | Same | Power Plant
permit:cleared:25 227769 MSA:00:chiller,toronto_building_permits_cleared,cleared:25 227769 MSA:00,cleared,https://open.toronto.ca/dataset/building-permits-cleared-permits/,toronto-geoid:30044709,30044709,160 FRONT ST W,,,chiller,SUPPORTING,HISTORICAL_MECHANICAL_PROJECT,,,toronto-permit:25 227769 MSA,d7426c8975e683b6,2026-05-19,,,,Proposal for New supplemental cooling units for IDF rooms on 21 and 22 floors. Connection of water chiller supply and return lines to the base building and installation of condensate drains for the fan coil units. | Other(MS) | Mechanical(MS) | Office | Office | Office
