evidence_id,source_key,source_record_id,source_status,source_url,property_key,geo_id,address,property_name,organization,equipment_type,evidence_confidence,signal_type,tower_lifecycle_event,tower_lifecycle_event_context,permit_project_key,description_fingerprint,event_date,event_age_days,recent_activity_365d,priority,description
permit:cleared:20 211644 MSA:00:cooling_tower,toronto_building_permits_cleared,cleared:20 211644 MSA:00,cleared,https://open.toronto.ca/dataset/building-permits-cleared-permits/,toronto-geoid:568395,568395,8 THE DONWAY E,,,cooling_tower,CONFIRMED,COOLING_TOWER_PROJECT_HISTORY,RETIRE_OR_CONVERT_AWAY_FROM_TOWER,,toronto-permit:20 211644 MSA,fab5c619f34bbb5b,2021-07-02,,,,Remove and replace chiller and cooling tower new equipment | Other(MS) | Mechanical(MS) | Retirement Home | Retirement Home | Home for the Aged
permit:cleared:18 220634 MSA:00:chiller,toronto_building_permits_cleared,cleared:18 220634 MSA:00,cleared,https://open.toronto.ca/dataset/building-permits-cleared-permits/,toronto-geoid:578559,578559,4950 YONGE ST,,,chiller,SUPPORTING,HISTORICAL_MECHANICAL_PROJECT,,,toronto-permit:18 220634 MSA,ac3ebfaa7adb657b,2018-09-26,,,,"New air cooled chiller to serve existing restaurant Air Handling Units, replace existing kitchen exhaust fan and new air conditioning unit | Alter: Boiler/Furnace/AC Replacement | Mechanical(MS) | Restaurant | Restaurant | Restaurant Greater Than 30 Seats"
permit:active:21 230995 MSA:00:chiller,toronto_building_permits_active,active:21 230995 MSA:00,active,https://open.toronto.ca/dataset/building-permits-active-permits/,toronto-geoid:6168206,6168206,25 HENRY LANE TER,,,chiller,SUPPORTING,SOURCE_ACTIVE_MECHANICAL_PERMIT,,,toronto-permit:21 230995 MSA,4b19e2ae34f17840,2021-11-22,1740,False,,Proposal penthouse chiller and associated pump replacements | Other(MS) | Mechanical(MS) | Apartment Complex And School | Apartment Complex And School | Multiple Unit Building
permit:cleared:91 251005 BLD:00:chiller,toronto_building_permits_cleared,cleared:91 251005 BLD:00,cleared,https://open.toronto.ca/dataset/building-permits-cleared-permits/,toronto-geoid:6275805,6275805,123 GARRATT BLVD,,,chiller,SUPPORTING,HISTORICAL_MECHANICAL_PROJECT,,,toronto-permit:91 251005 BLD,91677e014e69dedb,2018-08-01,,,,CHILLER PLANT ADDITION | Addition(s) | Building Additions/Alterations | Industrial
permit:active:17 101794 BLD:00:chiller,toronto_building_permits_active,active:17 101794 BLD:00,active,https://open.toronto.ca/dataset/building-permits-active-permits/,toronto-geoid:6282913,6282913,150 SHERWAY DR,,,chiller,SUPPORTING,SOURCE_ACTIVE_MECHANICAL_PERMIT,,,toronto-permit:17 101794 BLD,823ad4b5d1f3c16c,2017-01-13,3514,False,,"Interior alterations due to Mechanical and Electrical Infrastucture repairs and equipment replacement: remove existing electrical bus ducts and replace with new feeders, replace switch gear in two electrical rooms, building four new electrical rooms, replace local power and lighting panels through out building, replace three air handling units and install one new package chiller for operating rooms. | Interior Alterations | Building Additions/Alterations | Hospital | Hospital | Hospital"
permit:active:17 101794 HVA:00:chiller,toronto_building_permits_active,active:17 101794 HVA:00,active,https://open.toronto.ca/dataset/building-permits-active-permits/,toronto-geoid:6282913,6282913,150 SHERWAY DR,,,chiller,SUPPORTING,SOURCE_ACTIVE_MECHANICAL_PERMIT,,,toronto-permit:17 101794 HVA,1ea08fab9a012606,2017-02-17,3479,False,,"HVAC - Interior alterations due to Mechanical and Electrical Infrastucture repairs and equipment replacement: remove existing electrical bus ducts and replace with new feeders, replace switch gear in two electrical rooms, building four new electrical rooms, replace local power and lighting panels through out building, replace three air handling units and install one new package chiller for operating rooms. | Building Permit Related(MS) | Mechanical(MS) | Hospital | Hospital | Hospital"
permit:active:21 234133 BLD:00:chiller,toronto_building_permits_active,active:21 234133 BLD:00,active,https://open.toronto.ca/dataset/building-permits-active-permits/,toronto-geoid:6332564,6332564,4171 SHEPPARD AVE E,,,chiller,SUPPORTING,SOURCE_ACTIVE_MECHANICAL_PERMIT,,,toronto-permit:21 234133 BLD,5b2961d7585d4608,2021-12-13,1719,False,,Proposal to install a new water-cooled chiller and connection to existing condenser water and chilled water systems. The work involves minor modifications to existing room to accommodate new equipment installation. | Interior Alterations | Building Additions/Alterations | Data Centre | Data Centre | Office
permit:active:21 234133 BLD:00:condenser_water,toronto_building_permits_active,active:21 234133 BLD:00,active,https://open.toronto.ca/dataset/building-permits-active-permits/,toronto-geoid:6332564,6332564,4171 SHEPPARD AVE E,,,condenser_water,SUPPORTING,SOURCE_ACTIVE_MECHANICAL_PERMIT,,,toronto-permit:21 234133 BLD,5b2961d7585d4608,2021-12-13,1719,False,,Proposal to install a new water-cooled chiller and connection to existing condenser water and chilled water systems. The work involves minor modifications to existing room to accommodate new equipment installation. | Interior Alterations | Building Additions/Alterations | Data Centre | Data Centre | Office
permit:active:21 234133 BLD:01:chiller,toronto_building_permits_active,active:21 234133 BLD:01,active,https://open.toronto.ca/dataset/building-permits-active-permits/,toronto-geoid:6332564,6332564,4171 SHEPPARD AVE E,,,chiller,SUPPORTING,SOURCE_ACTIVE_MECHANICAL_PERMIT,,,toronto-permit:21 234133 BLD,f184e156e5ff217a,2023-07-11,1144,False,,"Revision 01: New double door and frame at entrance, new double door swing out 180 degrees, both single doors in the corridor side swing out 90 degrees[Proposal to install a new water-cooled chiller and connection to existing condenser water and chilled water systems. The work involves minor modifications to existing room to accommodate new equipment installation.] | Interior Alterations | Building Additions/Alterations | Data Centre | Data Centre | Office"
permit:active:21 234133 BLD:01:condenser_water,toronto_building_permits_active,active:21 234133 BLD:01,active,https://open.toronto.ca/dataset/building-permits-active-permits/,toronto-geoid:6332564,6332564,4171 SHEPPARD AVE E,,,condenser_water,SUPPORTING,SOURCE_ACTIVE_MECHANICAL_PERMIT,,,toronto-permit:21 234133 BLD,f184e156e5ff217a,2023-07-11,1144,False,,"Revision 01: New double door and frame at entrance, new double door swing out 180 degrees, both single doors in the corridor side swing out 90 degrees[Proposal to install a new water-cooled chiller and connection to existing condenser water and chilled water systems. The work involves minor modifications to existing room to accommodate new equipment installation.] | Interior Alterations | Building Additions/Alterations | Data Centre | Data Centre | Office"
permit:active:21 234133 PLB:00:chiller,toronto_building_permits_active,active:21 234133 PLB:00,active,https://open.toronto.ca/dataset/building-permits-active-permits/,toronto-geoid:6332564,6332564,4171 SHEPPARD AVE E,,,chiller,SUPPORTING,SOURCE_ACTIVE_MECHANICAL_PERMIT,,,toronto-permit:21 234133 PLB,d63e61645d2ac943,2021-12-13,1719,False,,Plumbing - Proposal to install a new water-cooled chiller and connection to existing condenser water and chilled water systems. The work involves minor modifications to existing room to accommodate new equipment installation. | Building Permit Related(PS) | Plumbing(PS) | Data Centre | Data Centre | Office
permit:active:21 234133 PLB:00:condenser_water,toronto_building_permits_active,active:21 234133 PLB:00,active,https://open.toronto.ca/dataset/building-permits-active-permits/,toronto-geoid:6332564,6332564,4171 SHEPPARD AVE E,,,condenser_water,SUPPORTING,SOURCE_ACTIVE_MECHANICAL_PERMIT,,,toronto-permit:21 234133 PLB,d63e61645d2ac943,2021-12-13,1719,False,,Plumbing - Proposal to install a new water-cooled chiller and connection to existing condenser water and chilled water systems. The work involves minor modifications to existing room to accommodate new equipment installation. | Building Permit Related(PS) | Plumbing(PS) | Data Centre | Data Centre | Office
permit:cleared:21 234133 HVA:00:chiller,toronto_building_permits_cleared,cleared:21 234133 HVA:00,cleared,https://open.toronto.ca/dataset/building-permits-cleared-permits/,toronto-geoid:6332564,6332564,4171 SHEPPARD AVE E,,,chiller,SUPPORTING,HISTORICAL_MECHANICAL_PROJECT,,,toronto-permit:21 234133 HVA,0b2e37eed6142a98,2023-12-11,,,,HVAC - Proposal to install a new water-cooled chiller and connection to existing condenser water and chilled water systems. The work involves minor modifications to existing room to accommodate new equipment installation. | Building Permit Related(MS) | Mechanical(MS) | Data Centre | Data Centre | Office
permit:cleared:21 234133 HVA:00:condenser_water,toronto_building_permits_cleared,cleared:21 234133 HVA:00,cleared,https://open.toronto.ca/dataset/building-permits-cleared-permits/,toronto-geoid:6332564,6332564,4171 SHEPPARD AVE E,,,condenser_water,SUPPORTING,HISTORICAL_MECHANICAL_PROJECT,,,toronto-permit:21 234133 HVA,0b2e37eed6142a98,2023-12-11,,,,HVAC - Proposal to install a new water-cooled chiller and connection to existing condenser water and chilled water systems. The work involves minor modifications to existing room to accommodate new equipment installation. | Building Permit Related(MS) | Mechanical(MS) | Data Centre | Data Centre | Office
permit:cleared:07 130832 BLD:00:chiller,toronto_building_permits_cleared,cleared:07 130832 BLD:00,cleared,https://open.toronto.ca/dataset/building-permits-cleared-permits/,toronto-geoid:6350053,6350053,40 ST GEORGE ST,,,chiller,SUPPORTING,HISTORICAL_MECHANICAL_PROJECT,,,toronto-permit:07 130832 BLD,2663da6d1180cd97,2026-06-08,,,,Make interior alterations to a portion of level P1 to accommodate the installation of a new chiller. | Interior Alterations | Building Additions/Alterations | University | Same | University
permit:cleared:07 130832 HVA:00:chiller,toronto_building_permits_cleared,cleared:07 130832 HVA:00,cleared,https://open.toronto.ca/dataset/building-permits-cleared-permits/,toronto-geoid:6350053,6350053,40 ST GEORGE ST,,,chiller,SUPPORTING,HISTORICAL_MECHANICAL_PROJECT,,,toronto-permit:07 130832 HVA,fbef553fd90f1839,2026-06-08,,,,HVAC - Alterations to install Chiller on P1 level | Building Permit Related(MS) | Mechanical(MS) | University | Same | University
permit:active:19 236222 BLD:00:chiller,toronto_building_permits_active,active:19 236222 BLD:00,active,https://open.toronto.ca/dataset/building-permits-active-permits/,toronto-geoid:6666985,6666985,1 CHURCH ST,,,chiller,SUPPORTING,SOURCE_ACTIVE_MECHANICAL_PERMIT,,,toronto-permit:19 236222 BLD,9a12e7d167686f9a,2019-11-15,2478,False,,Proposal for a chiller replacement for existing apartment building | Other(BA) | Building Additions/Alterations | Apartment | Apartment | Apartment Building
permit:cleared:19 236222 HVA:00:chiller,toronto_building_permits_cleared,cleared:19 236222 HVA:00,cleared,https://open.toronto.ca/dataset/building-permits-cleared-permits/,toronto-geoid:6666985,6666985,1 CHURCH ST,,,chiller,SUPPORTING,HISTORICAL_MECHANICAL_PROJECT,,,toronto-permit:19 236222 HVA,5475753fc120f2ab,2021-12-07,,,,HVAC - Proposal for a chiller replacement for existing apartment building | Building Permit Related(MS) | Mechanical(MS) | Apartment | Apartment | Apartment Building
permit:cleared:18 177761 BLD:00:chiller,toronto_building_permits_cleared,cleared:18 177761 BLD:00,cleared,https://open.toronto.ca/dataset/building-permits-cleared-permits/,toronto-geoid:6727800,6727800,888 BIRCHMOUNT RD,,,chiller,SUPPORTING,HISTORICAL_MECHANICAL_PROJECT,,RETIRE_OR_CONVERT_AWAY_FROM_TOWER,toronto-permit:18 177761 BLD,e9edac0bdf609730,2020-10-13,,,,"Proposed removal of section of wall to facilitate removal and reinstallation of chiller plant ( 2 Chillers, 2 Cooling Towers and 5 pumps) in mechanical penthouse. | Interior Alterations | Building Additions/Alterations | Office | Office | Office"
permit:cleared:18 177761 BLD:00:cooling_tower,toronto_building_permits_cleared,cleared:18 177761 BLD:00,cleared,https://open.toronto.ca/dataset/building-permits-cleared-permits/,toronto-geoid:6727800,6727800,888 BIRCHMOUNT RD,,,cooling_tower,CONFIRMED,COOLING_TOWER_PROJECT_HISTORY,RETIRE_OR_CONVERT_AWAY_FROM_TOWER,,toronto-permit:18 177761 BLD,e9edac0bdf609730,2020-10-13,,,,"Proposed removal of section of wall to facilitate removal and reinstallation of chiller plant ( 2 Chillers, 2 Cooling Towers and 5 pumps) in mechanical penthouse. | Interior Alterations | Building Additions/Alterations | Office | Office | Office"
permit:cleared:18 177761 HVA:00:chiller,toronto_building_permits_cleared,cleared:18 177761 HVA:00,cleared,https://open.toronto.ca/dataset/building-permits-cleared-permits/,toronto-geoid:6727800,6727800,888 BIRCHMOUNT RD,,,chiller,SUPPORTING,HISTORICAL_MECHANICAL_PROJECT,,RETIRE_OR_CONVERT_AWAY_FROM_TOWER,toronto-permit:18 177761 HVA,ac5123ee98405de2,2025-03-14,,,,"HVAC - Proposed removal of section of wall to facilitate removal and reinstallation of chiller plant ( 2 Chillers, 2 Cooling Towers and 5 pumps) in mechanical penthouse. | Building Permit Related(MS) | Mechanical(MS) | Office | Office | Office"
permit:cleared:18 177761 HVA:00:cooling_tower,toronto_building_permits_cleared,cleared:18 177761 HVA:00,cleared,https://open.toronto.ca/dataset/building-permits-cleared-permits/,toronto-geoid:6727800,6727800,888 BIRCHMOUNT RD,,,cooling_tower,CONFIRMED,COOLING_TOWER_PROJECT_HISTORY,RETIRE_OR_CONVERT_AWAY_FROM_TOWER,,toronto-permit:18 177761 HVA,ac5123ee98405de2,2025-03-14,,,,"HVAC - Proposed removal of section of wall to facilitate removal and reinstallation of chiller plant ( 2 Chillers, 2 Cooling Towers and 5 pumps) in mechanical penthouse. | Building Permit Related(MS) | Mechanical(MS) | Office | Office | Office"
permit:active:21 230470 BLD:00:chiller,toronto_building_permits_active,active:21 230470 BLD:00,active,https://open.toronto.ca/dataset/building-permits-active-permits/,toronto-geoid:6868899,6868899,253 MERTON ST,,,chiller,SUPPORTING,SOURCE_ACTIVE_MECHANICAL_PERMIT,,,toronto-permit:21 230470 BLD,f735315bcb3b9e16,2021-11-22,1740,False,,Remove section of concrete block wall for passage of new chiller replacement equipment. Re-install block wall on completion. | Interior Alterations | Building Additions/Alterations | Apartment Building | Apartment Building | Apartment Building
permit:cleared:25 153112 MSA:00:chiller,toronto_building_permits_cleared,cleared:25 153112 MSA:00,cleared,https://open.toronto.ca/dataset/building-permits-cleared-permits/,toronto-geoid:6868910,6868910,319 MERTON ST,,,chiller,SUPPORTING,HISTORICAL_MECHANICAL_PROJECT,,REPLACE_OR_RENEW_TOWER,toronto-permit:25 153112 MSA,bfadbd128c24e467,2025-11-20,,,,Proposal For Chiller and Cooling Tower Replacement. | Other(MS) | Mechanical(MS) | Apartment | Apartment | Apartment Building
permit:cleared:25 153112 MSA:00:cooling_tower,toronto_building_permits_cleared,cleared:25 153112 MSA:00,cleared,https://open.toronto.ca/dataset/building-permits-cleared-permits/,toronto-geoid:6868910,6868910,319 MERTON ST,,,cooling_tower,CONFIRMED,COOLING_TOWER_PROJECT_HISTORY,REPLACE_OR_RENEW_TOWER,,toronto-permit:25 153112 MSA,bfadbd128c24e467,2025-11-20,,,,Proposal For Chiller and Cooling Tower Replacement. | Other(MS) | Mechanical(MS) | Apartment | Apartment | Apartment Building
permit:active:12 105936 MSA:00:chiller,toronto_building_permits_active,active:12 105936 MSA:00,active,https://open.toronto.ca/dataset/building-permits-active-permits/,toronto-geoid:7042041,7042041,24 MABELLE AVE,,,chiller,SUPPORTING,SOURCE_ACTIVE_MECHANICAL_PERMIT,,,toronto-permit:12 105936 MSA,5190307a76dab932,2012-02-08,5315,False,,Chiller replacement to an existing apartment building. | HVAC: Other Group C Buildings | Mechanical(MS) | Apartment Building | Apartment Building | Apartment Building
permit:active:12 105945 MSA:00:chiller,toronto_building_permits_active,active:12 105945 MSA:00,active,https://open.toronto.ca/dataset/building-permits-active-permits/,toronto-geoid:7042042,7042042,25 MABELLE AVE,,,chiller,SUPPORTING,SOURCE_ACTIVE_MECHANICAL_PERMIT,,,toronto-permit:12 105945 MSA,5190307a76dab932,2012-02-08,5315,False,,Chiller replacement to an existing apartment building. | HVAC: Other Group C Buildings | Mechanical(MS) | Apartment Building | Apartment Building | Apartment Building
permit:cleared:04 154251 BLD:00:chiller,toronto_building_permits_cleared,cleared:04 154251 BLD:00,cleared,https://open.toronto.ca/dataset/building-permits-cleared-permits/,toronto-geoid:7063055,7063055,310 HUMBERLINE DR,,,chiller,SUPPORTING,HISTORICAL_MECHANICAL_PROJECT,,,toronto-permit:04 154251 BLD,af20ffacfc25ed98,2026-06-08,,,,"Construction & erection of 2 silos with vacuum blower for silos with foundations, chiller foundation slab on the exterior and installation of access catwalk for process piping support on interior | Multiple Projects | Building Additions/Alterations | Industrial Manufacturing Plant"
permit:active:17 220512 BLD:00:chiller,toronto_building_permits_active,active:17 220512 BLD:00,active,https://open.toronto.ca/dataset/building-permits-active-permits/,toronto-geoid:7204478,7204478,2301 MIDLAND AVE,,,chiller,SUPPORTING,SOURCE_ACTIVE_MECHANICAL_PERMIT,,REPLACE_OR_RENEW_TOWER,toronto-permit:17 220512 BLD,e2305d3e5a4350d3,2017-09-29,3255,False,,Proposal to erect roof platform for the replacement of a roof top chiller system and cooling tower for a mixed use building. | Re-Roofing/Re-Cladding | Building Additions/Alterations | Mixed Use | Same | Multiple Unit Building
permit:active:17 220512 BLD:00:cooling_tower,toronto_building_permits_active,active:17 220512 BLD:00,active,https://open.toronto.ca/dataset/building-permits-active-permits/,toronto-geoid:7204478,7204478,2301 MIDLAND AVE,,,cooling_tower,CONFIRMED,SOURCE_ACTIVE_COOLING_TOWER_PERMIT,REPLACE_OR_RENEW_TOWER,,toronto-permit:17 220512 BLD,e2305d3e5a4350d3,2017-09-29,3255,False,,Proposal to erect roof platform for the replacement of a roof top chiller system and cooling tower for a mixed use building. | Re-Roofing/Re-Cladding | Building Additions/Alterations | Mixed Use | Same | Multiple Unit Building
permit:active:12 133171 MSA:00:chiller,toronto_building_permits_active,active:12 133171 MSA:00,active,https://open.toronto.ca/dataset/building-permits-active-permits/,toronto-geoid:7274128,7274128,110 DREWRY AVE,,,chiller,SUPPORTING,SOURCE_ACTIVE_MECHANICAL_PERMIT,,,toronto-permit:12 133171 MSA,3ba9518d282e9429,2012-03-15,5279,False,,Chiller replacement for Esc Monseighneur-De-Charbonnel | Alter: Boiler/Furnace/AC Replacement | Mechanical(MS) | Secondary School | Secondary School | Secondary School
permit:active:21 252037 BLD:00:chiller,toronto_building_permits_active,active:21 252037 BLD:00,active,https://open.toronto.ca/dataset/building-permits-active-permits/,toronto-geoid:7570431,7570431,816 LOGAN AVE,,,chiller,SUPPORTING,SOURCE_ACTIVE_MECHANICAL_PERMIT,,,toronto-permit:21 252037 BLD,228acf0f94e4af6b,2022-02-09,1661,False,,Replace the existing cooling system with new air-cooled chiller on the roof and pumps and heat exchanger in the mechanical room. | Other(BA) | Building Additions/Alterations | Elementary School | Elementary School | Elementary School
permit:active:21 252037 HVA:00:chiller,toronto_building_permits_active,active:21 252037 HVA:00,active,https://open.toronto.ca/dataset/building-permits-active-permits/,toronto-geoid:7570431,7570431,816 LOGAN AVE,,,chiller,SUPPORTING,SOURCE_ACTIVE_MECHANICAL_PERMIT,,,toronto-permit:21 252037 HVA,b210971a308aa3d5,2022-02-09,1661,False,,HVAC - Replace the existing cooling system with new air-cooled chiller on the roof and pumps and heat exchanger in the mechanical room. | Building Permit Related(MS) | Mechanical(MS) | Elementary School | Elementary School | Elementary School
permit:active:21 252037 PLB:00:chiller,toronto_building_permits_active,active:21 252037 PLB:00,active,https://open.toronto.ca/dataset/building-permits-active-permits/,toronto-geoid:7570431,7570431,816 LOGAN AVE,,,chiller,SUPPORTING,SOURCE_ACTIVE_MECHANICAL_PERMIT,,,toronto-permit:21 252037 PLB,b0715b847ed58558,2022-02-09,1661,False,,Plumbing - Replace the existing cooling system with new air-cooled chiller on the roof and pumps and heat exchanger in the mechanical room. | Building Permit Related(PS) | Plumbing(PS) | Elementary School | Elementary School | Elementary School
permit:cleared:18 271784 BLD:02:chiller,toronto_building_permits_cleared,cleared:18 271784 BLD:02,cleared,https://open.toronto.ca/dataset/building-permits-cleared-permits/,toronto-geoid:7641683,7641683,50 GOULD ST,,,chiller,SUPPORTING,HISTORICAL_MECHANICAL_PROJECT,,,toronto-permit:18 271784 BLD,2f611378886b9e4d,2022-03-01,,,,"REVISION 2 - alterations to the sprinkler system at Ryerson Kerr Hall South in the chiller roomProposed exteriror structural roof platform, removal of boiler and associated piping and installation of two(2) new chillers for the existing university building, convenience address is 40 Gould St. | Interior Alterations | Building Additions/Alterations | University | University | University"
permit:cleared:07 287273 MSA:00:chiller,toronto_building_permits_cleared,cleared:07 287273 MSA:00,cleared,https://open.toronto.ca/dataset/building-permits-cleared-permits/,toronto-geoid:7642546,7642546,81 DALHOUSIE ST,,,chiller,SUPPORTING,HISTORICAL_MECHANICAL_PROJECT,,,toronto-permit:07 287273 MSA,933bbf36f140ffa2,2026-06-08,,,,Replace boiler & chiller. | Alter: Boiler/Furnace/AC Replacement | Mechanical(MS) | Apartment Building | Apartment Building | Apartment Building
permit:cleared:22 116316 BLD:01:chiller,toronto_building_permits_cleared,cleared:22 116316 BLD:01,cleared,https://open.toronto.ca/dataset/building-permits-cleared-permits/,toronto-geoid:7683835,7683835,218 CARLTON ST,,,chiller,SUPPORTING,HISTORICAL_MECHANICAL_PROJECT,,,toronto-permit:22 116316 BLD,6d9ff3858b9eb032,2024-06-10,,,,"REV 01: REVISION TO BUILDING PERMIT NO. 22 116316 BLD 00 BA - RELOCATE BICYCLE STORAGE TO BASEMENT CLOSETS, DELETE REAR YARD BIKE STORAGE SHED; RELOCATE CHILLER FROM ROOF TO REAR YARD, CONSTRUCT CHILLER PLATFORM AND FENCE AROUND PLATFORM; CONSTRUCT REAR YARD FLOOD BARRIER, AND STEEL STAIR OVER THE RAISED CURB | Interior Alterations | Building Additions/Alterations | Sfd | 9 Units Men'S Shelter | Municipal Shelter"
permit:cleared:05 128750 MSA:00:chiller,toronto_building_permits_cleared,cleared:05 128750 MSA:00,cleared,https://open.toronto.ca/dataset/building-permits-cleared-permits/,toronto-geoid:772675,772675,117 BLOOR ST E,,,chiller,SUPPORTING,HISTORICAL_MECHANICAL_PROJECT,,,toronto-permit:05 128750 MSA,730bac5cd78672d6,2026-06-08,,,,Replace chiller on roof. | Alter: Boiler/Furnace/AC Replacement | Mechanical(MS) | Place of Worship
permit:active:17 260128 MSA:00:chiller,toronto_building_permits_active,active:17 260128 MSA:00,active,https://open.toronto.ca/dataset/building-permits-active-permits/,toronto-geoid:772677,772677,121 BLOOR ST E,,,chiller,SUPPORTING,SOURCE_ACTIVE_MECHANICAL_PERMIT,,,toronto-permit:17 260128 MSA,2e87dfdde5fcf346,2017-12-07,3186,False,,Proposed chiller and pump replacement. | Alter: Boiler/Furnace/AC Replacement | Mechanical(MS) | Office | Office | Office
permit:active:22 110097 FSU:00:chiller,toronto_building_permits_active,active:22 110097 FSU:00,active,https://open.toronto.ca/dataset/building-permits-active-permits/,toronto-geoid:772686,772686,333 BLOOR ST E,,,chiller,SUPPORTING,SOURCE_ACTIVE_MECHANICAL_PERMIT,,,toronto-permit:22 110097 FSU,d3940406b8fa8566,2022-03-14,1628,False,,"FS - Sprinkler Shop Drawing - Proposal for interior alterations to convert existing office/storage space in basement level into new chiller room with associated mechanical equipment, ventillation system, fire-protection, plumbing, electrical infrastructure, structural and architectural modifications. | Building Permit Related(FS) | Fire/Security Upgrade | Multi Use, Non Res | Multi Use, Non Res | Multiple Use/Non Residential"
permit:cleared:22 110097 BLD:00:chiller,toronto_building_permits_cleared,cleared:22 110097 BLD:00,cleared,https://open.toronto.ca/dataset/building-permits-cleared-permits/,toronto-geoid:772686,772686,333 BLOOR ST E,,,chiller,SUPPORTING,HISTORICAL_MECHANICAL_PROJECT,,,toronto-permit:22 110097 BLD,5f112c597ac2ef8f,2025-02-06,,,,"Proposal for interior alterations to convert existing office/storage space in basement level into new chiller room with associated mechanical equipment, ventillation system, fire-protection, plumbing, electrical infrastructure, structural and architectural modifications. | Interior Alterations | Building Additions/Alterations | Multi Use, Non Res | Multi Use, Non Res | Multiple Use/Non Residential"
permit:cleared:22 110097 BLD:01:chiller,toronto_building_permits_cleared,cleared:22 110097 BLD:01,cleared,https://open.toronto.ca/dataset/building-permits-cleared-permits/,toronto-geoid:772686,772686,333 BLOOR ST E,,,chiller,SUPPORTING,HISTORICAL_MECHANICAL_PROJECT,,,toronto-permit:22 110097 BLD,e4555c65cde4be92,2025-02-06,,,,"Revision - Expansion of project scope area to sub-basement level. Demolition existing chiller plant and installation of new heat recovery chiller plant in sub-basement level with associated mechanical equipment, ventilation system, fire-protection, plumbing, electrical infrastructure, structural and architectural modifications. | Interior Alterations | Building Additions/Alterations | Multi Use, Non Res | Multi Use, Non Res | Multiple Use/Non Residential"
permit:cleared:22 110097 HVA:00:chiller,toronto_building_permits_cleared,cleared:22 110097 HVA:00,cleared,https://open.toronto.ca/dataset/building-permits-cleared-permits/,toronto-geoid:772686,772686,333 BLOOR ST E,,,chiller,SUPPORTING,HISTORICAL_MECHANICAL_PROJECT,,,toronto-permit:22 110097 HVA,d2aa7d8926ff55aa,2025-01-09,,,,"HVAC - Proposal for interior alterations to convert existing office/storage space in basement level into new chiller room with associated mechanical equipment, ventillation system, fire-protection, plumbing, electrical infrastructure, structural and architectural modifications. | Building Permit Related(MS) | Mechanical(MS) | Multi Use, Non Res | Multi Use, Non Res | Multiple Use/Non Residential"
permit:cleared:22 110097 HVA:01:chiller,toronto_building_permits_cleared,cleared:22 110097 HVA:01,cleared,https://open.toronto.ca/dataset/building-permits-cleared-permits/,toronto-geoid:772686,772686,333 BLOOR ST E,,,chiller,SUPPORTING,HISTORICAL_MECHANICAL_PROJECT,,,toronto-permit:22 110097 HVA,383014cdd9e53f08,2025-01-09,,,,"HVAC revision - Expansion of project scope area to sub-basement level. Demolition existing chiller plant and installation of new heat recovery chiller plant in sub-basement level with associated mechanical equipment, ventilation system, fire-protection, plumbing, electrical infrastructure, structural and architectural modifications. | Building Permit Related(MS) | Mechanical(MS) | Multi Use, Non Res | Multi Use, Non Res | Multiple Use/Non Residential"
permit:cleared:22 110097 PLB:00:chiller,toronto_building_permits_cleared,cleared:22 110097 PLB:00,cleared,https://open.toronto.ca/dataset/building-permits-cleared-permits/,toronto-geoid:772686,772686,333 BLOOR ST E,,,chiller,SUPPORTING,HISTORICAL_MECHANICAL_PROJECT,,,toronto-permit:22 110097 PLB,8b0cb8a72952a157,2024-06-12,,,,"Plumbing - Proposal for interior alterations to convert existing office/storage space in basement level into new chiller room with associated mechanical equipment, ventillation system, fire-protection, plumbing, electrical infrastructure, structural and architectural modifications. | Building Permit Related(PS) | Plumbing(PS) | Multi Use, Non Res | Multi Use, Non Res | Multiple Use/Non Residential"
permit:cleared:22 110097 PLB:01:chiller,toronto_building_permits_cleared,cleared:22 110097 PLB:01,cleared,https://open.toronto.ca/dataset/building-permits-cleared-permits/,toronto-geoid:772686,772686,333 BLOOR ST E,,,chiller,SUPPORTING,HISTORICAL_MECHANICAL_PROJECT,,,toronto-permit:22 110097 PLB,f4fb5b656bc04c54,2024-06-12,,,,"Plumbing - Expansion of project scope area to sub-basement level. Demolition existing chiller plant and installation of new heat recovery chiller plant in sub-basement level with associated mechanical equipment, ventilation system, fire-protection, plumbing, electrical infrastructure, structural and architectural modifications. | Building Permit Related(PS) | Plumbing(PS) | Multi Use, Non Res | Multi Use, Non Res | Multiple Use/Non Residential"
permit:cleared:16 101967 BLD:00:chiller,toronto_building_permits_cleared,cleared:16 101967 BLD:00,cleared,https://open.toronto.ca/dataset/building-permits-cleared-permits/,toronto-geoid:772764,772764,246 BLOOR ST W,,,chiller,SUPPORTING,HISTORICAL_MECHANICAL_PROJECT,,INSTALL_OR_ADD_TOWER,toronto-permit:16 101967 BLD,b7f7fefa945f702d,2018-01-26,,,,"Proposal to bring utilities from 252 to 246 Bloor St W through buried pipes under an open parking lot. Connect new pipes to existing services at 252 and 246 Bloor. Demolish existing chiller, cooling tower, boilers and heat exchanger at 246 Bloor. Both buildings are owned by University of Toronto. | Other(BA) | Building Additions/Alterations | University | University | University"
